noise_ceiling_mean,noise_ceiling_median,noise_ceiling_p05,noise_ceiling_p95,n_variants,gene_id
0.8392076903151988,0.8415272468071437,0.8041175083149003,0.86672314004533,1036.0,552.0
0.9410774407688143,0.9435185349387936,0.9135969000436339,0.9594962292897117,1121.0,555.0
0.8033022866085882,0.8203188176259759,0.6797794171288765,0.8842119898075994,105.0,559.0
0.9152840159432394,0.9166565783616913,0.8985340553870266,0.9286558289299285,1269.0,585.0
0.7583386953576072,0.7593681292724822,0.7050475695719141,0.8115844321876489,1044.0,587.0
0.8508725642518665,0.8574008828087782,0.7874549621898752,0.8922108599518567,850.0,592.0
0.8436309549361269,0.8468520739131369,0.8098965543696106,0.8726222557756134,995.0,595.0
0.8970724208661045,0.8983579468008908,0.8795225107908391,0.9118445105720183,1153.0,596.0
0.7177938878455579,0.7183513710080336,0.6847306431557598,0.7459184250819499,1081.0,597.0
0.7586840810034701,0.7575896529031982,0.7248557331519951,0.7879093675458722,917.0,598.0
0.8805024328783047,0.8837476644582952,0.846255305949013,0.9045588052595062,996.0,600.0
0.8665262918604352,0.8688747029140205,0.8401426574146689,0.8844122381422446,996.0,601.0
0.9714668567732573,0.972064177050125,0.9644108396012308,0.9769982956863229,990.0,602.0
0.8656255634194315,0.8703406515357919,0.8255093362449868,0.8925612590029481,630.0,606.0
0.8687200879004486,0.8703644022619812,0.8421426808024106,0.8930891142735939,1008.0,611.0
0.8083147668441178,0.8088747320747232,0.7856276951308135,0.8301121302671558,1269.0,613.0
0.8232059734843928,0.8245455797573191,0.7989755784107144,0.8451883862425336,1402.0,623.0
0.9156423243673788,0.9204620070112679,0.8697160940667866,0.9460309940288785,1283.0,632.0
0.9165989585765048,0.9190114487456529,0.8822592764710869,0.9396506701521525,734.0,634.0
0.9277680706328489,0.9326087519103246,0.8916986850776348,0.9473618350602417,1068.0,635.0
0.8995518964708548,0.8999782489586661,0.8846551148364169,0.9128363147445554,1586.0,637.0
0.993447510227489,0.9934654055112931,0.9926820840687722,0.9941707498031469,1729.0,638.0
0.8590139586468867,0.8646452575767056,0.768478008132768,0.9230679922922945,749.0,643.0
0.9030501474196548,0.9045472183316754,0.8773900791534215,0.9244738005991514,1119.0,658.0
0.8965534381233536,0.8973021216336483,0.8771282969499976,0.9122423873054998,1368.0,659.0
0.7772690569534654,0.7775781444937613,0.7330003143424497,0.8158613726190118,1187.0,660.0
0.8653769607631894,0.8654990915034146,0.8467880823121708,0.8835803083423882,1576.0,665.0
0.8413851781928436,0.8435475001826218,0.7981448124230529,0.8744710797459255,1022.0,667.0
0.913707965912433,0.9166330473218323,0.8830246931035888,0.9367787642847991,1069.0,668.0
0.9286660486971575,0.9301174175876734,0.91079245072412,0.9403419016886575,1452.0,672.0
0.9806170471122961,0.9812935659114476,0.9759171577850545,0.9835885735505984,1234.0,674.0
0.7212535922487019,0.7211972026363115,0.6835571712281447,0.7568661198784228,801.0,675.0
0.9238328275175163,0.9274027421791429,0.8898570371847034,0.9438295695580955,867.0,676.0
0.7917073877398094,0.7943770813587205,0.751572105878316,0.8272309866026465,1070.0,680.0
0.8766341634465141,0.8782011395825045,0.8504777113835601,0.8997922920532948,1035.0,681.0
0.8868787090356527,0.8915104759868488,0.8549900868037392,0.9085870253681471,550.0,682.0
0.8231821385442034,0.8248907192755217,0.7987633123364003,0.8453764173768217,1376.0,683.0
0.9876730075555418,0.9878927551779972,0.9852932611856666,0.9896255685721929,1695.0,684.0
0.8492148568253257,0.8502887270080519,0.8156859806687973,0.8802725394813441,1147.0,685.0
0.9074547889280429,0.90961652547462,0.8752717691345099,0.93346215162245,1212.0,687.0
0.8425903849638566,0.8450525501509205,0.799837478468386,0.8744603014240869,713.0,697.0
0.8851752821556335,0.8893930342088334,0.8479459538672796,0.9114313019810347,417.0,698.0
0.9192792120820518,0.9224117372454199,0.891213682188299,0.9395645409989082,437.0,699.0
0.9147975485745076,0.9192629111957931,0.8716209916725008,0.9397597740965173,416.0,700.0
0.9599339401737829,0.9600082001301746,0.9543419745865614,0.9656839770192661,473.0,703.0
0.7881053042752497,0.7871316997593562,0.7475281770081982,0.8268548561517284,1290.0,707.0
0.8662772894508394,0.8689449577714206,0.8226707637389755,0.8984107439636675,782.0,716.0
0.7552689375114007,0.7560997000366722,0.7272866273550211,0.7828640693697554,1330.0,717.0
0.794010029967402,0.7942770313541772,0.7690450142919016,0.8185857085487599,1021.0,718.0
0.9622726152156605,0.9633709322413158,0.9521403039472149,0.9681535665911201,1406.0,720.0
0.9477117141732636,0.9483300473498483,0.9388272935787736,0.9545546058635227,1408.0,737.0
0.7803698953420724,0.7825288880833127,0.7398989930817954,0.8144131456191446,947.0,740.0
0.8878640844265245,0.8911416646959504,0.8583551283818686,0.9086628925601802,883.0,744.0
0.7421875294009256,0.8152147928563191,0.2746764643602505,0.9321023008867189,19.0,750.0
0.9538810824369948,0.9547873459176083,0.943538838858929,0.9604444865143735,1364.0,766.0
0.8806107301678232,0.8831163221598364,0.8485048663938223,0.9074305982778378,780.0,770.0
0.8922980098011027,0.8944225419088998,0.8637814603553507,0.9153242156196192,796.0,771.0
0.9569069043585322,0.9589147302753362,0.93424929652621,0.9727348390597829,1493.0,779.0
0.7312620202572737,0.732051372273561,0.7030170144045824,0.7596478861331561,1023.0,781.0
0.8215628859899868,0.8218623375922407,0.7961481711722574,0.843613937962023,1040.0,782.0
0.8238684150156487,0.8267862770803323,0.785087079189348,0.8547035903719101,869.0,783.0
0.8773943131673981,0.8814649598399058,0.8299445827663057,0.9104607637490385,939.0,785.0
0.8979887837024122,0.8998480950321146,0.8744106110097545,0.9167929619895117,974.0,788.0
0.8441736600787081,0.8456105212312862,0.8075865759344512,0.8718248936478694,774.0,789.0
0.9245920634959088,0.925213374197054,0.9098464797904001,0.9388458529954596,806.0,790.0
0.9810378255555338,0.9821717841572797,0.9719707517882404,0.9868065926372465,1239.0,794.0
0.8093431842522536,0.8099538350541617,0.7872669477217821,0.8311848927578467,1194.0,795.0
0.9305829405807841,0.9325374735480202,0.9141194845508318,0.944068582880351,1108.0,797.0
0.9635702547435915,0.9644030973399675,0.953299843617895,0.9712535186160571,1126.0,805.0
0.8866451654432891,0.8872329831931199,0.867502526398728,0.9040737123452225,1437.0,807.0
0.9066746063593196,0.9072716843512744,0.887227124413516,0.9217806798769834,1321.0,809.0
0.8485692824686246,0.8497589191886836,0.8227612185511917,0.8689744840170107,1034.0,818.0
0.7762284530526864,0.7770973530645755,0.7416748272556086,0.8055032072368412,1039.0,819.0
0.9077106726535311,0.9101995569707754,0.8751667036083458,0.9294419312785002,884.0,823.0
0.9466543687969772,0.9495999233967962,0.917284938212415,0.9642250887328502,1697.0,825.0
0.8910057840511733,0.8922132808607888,0.8695379134157779,0.9065393147409795,1024.0,827.0
0.8508261163174717,0.8527431339956638,0.8263955390803469,0.8701438025937812,1212.0,832.0
0.7828567966061558,0.783137044964533,0.7538351040347288,0.8077607115324917,1029.0,841.0
0.776466918831837,0.777647383379046,0.7344142052253645,0.8161843996969481,994.0,844.0
0.8082915538316562,0.8082342781659916,0.7726850222188403,0.8402602051853529,991.0,847.0
0.8618959240610564,0.8733884153031954,0.7854264891976445,0.904355884572181,398.0,853.0
0.857190807133004,0.8586883830732385,0.8250126392610899,0.8846575690220176,1037.0,855.0
0.8112543279741244,0.8146170612104554,0.7706824649762894,0.8445043764140644,1037.0,863.0
0.9759353512962531,0.9767394542302186,0.9688809886940141,0.9810148171764527,961.0,864.0
0.6789909170288376,0.6907465889995463,0.5266207894474182,0.8031187831031297,99.0,869.0
0.929016609758628,0.9296228442532406,0.916401856135338,0.9407856951174809,1451.0,872.0
0.8847827273037157,0.8857321701822851,0.8638586262401036,0.9029385771439854,1030.0,875.0
0.9240792504727625,0.9270485112186574,0.8951084423528369,0.9425674219048495,752.0,876.0
0.8849219984420472,0.8866514696534458,0.8367628839009633,0.9212316682441342,457.0,877.0
0.834971223400334,0.8370521171690029,0.788227715180662,0.8716865247777,492.0,878.0
0.9112905332671646,0.9143806651205464,0.8767946206852208,0.9382714368182988,756.0,881.0
0.8927388585933667,0.8935150873073989,0.864460974301069,0.9183101541330774,475.0,884.0
0.8276000457924764,0.8315716656152057,0.7881840179687528,0.8567143055538149,1021.0,887.0
0.81326697132257,0.8157380239621086,0.7654794053044843,0.8487236669085764,1005.0,888.0
0.9320178027851227,0.9333726950157357,0.8999889367692673,0.95396066744585,1223.0,891.0
0.9608848627610284,0.9629179377987105,0.9344009089977933,0.9772215902133682,1321.0,900.0
0.9410344794555351,0.941687793171841,0.931556980707009,0.9489333636359549,1413.0,904.0
0.9116917423939597,0.9159426803788047,0.8716901733661265,0.9386943870106321,1076.0,909.0
0.8509956472480942,0.8540069364915533,0.8164907373390609,0.8739256373624471,1021.0,911.0
0.8663151375851468,0.8711503593104097,0.8189161640674241,0.8999123287054472,914.0,913.0
0.9112962684480722,0.9136221821789771,0.8787800537883451,0.9371063344029142,934.0,914.0
0.8666192966160066,0.8683162334336787,0.8391276043294392,0.8890628763209772,947.0,915.0
0.885771433170367,0.887777053051674,0.8612077464721597,0.907347578420996,946.0,916.0
0.9113244369880981,0.91255452176273,0.8854013210014529,0.9324661059163433,706.0,917.0
0.8413477990161092,0.8473195221151617,0.7825123496936287,0.8859262853510337,605.0,918.0
0.8268672276329181,0.8292161984107215,0.7969616637315003,0.8521463959477176,937.0,919.0
0.8912759428746979,0.8937901697485198,0.8544489713908958,0.9197384994386001,1216.0,922.0
0.9572617149155602,0.9577869323351131,0.944641849708195,0.9670052001688612,1312.0,924.0
0.8866718787563572,0.8903399993704849,0.8540925275864933,0.9118747536894374,1238.0,925.0
0.7670205063511738,0.768923576282009,0.7225553128681431,0.8097344720687752,1186.0,926.0
0.8044976647476165,0.8057903484985475,0.7591688645986253,0.8411153514883556,1192.0,927.0
0.9066069808205649,0.9095659002217963,0.879713363359263,0.924916591577511,1232.0,928.0
0.8531712635953216,0.8542577039039763,0.8240404008224889,0.8768510740537663,1120.0,930.0
0.8963827979216573,0.8986688882497924,0.869908785010934,0.9144477199968986,1207.0,931.0
0.8471871274991492,0.8481747292180086,0.8045588875466327,0.8870381482184464,1158.0,932.0
0.7061401643068654,0.7080023073899622,0.6739526694360909,0.7332097366773307,891.0,936.0
0.8459751899013465,0.8468045652899334,0.8118606665043478,0.8773911531403845,1102.0,937.0
0.963525992037853,0.9635802304069598,0.9578120175174001,0.9691758618957206,891.0,938.0
0.8917977885860373,0.8953683398411731,0.8452290890533664,0.925593460628257,974.0,939.0
0.7420009238841168,0.7432956417478663,0.7082732575925716,0.7727192530216466,1116.0,943.0
0.9313837256939704,0.9323440456839377,0.9183240397475156,0.9409422014617016,1426.0,945.0
0.8359759774845954,0.8377649108998004,0.798714435462266,0.8670513731656526,1253.0,948.0
0.8834552241651787,0.8852639902608987,0.855825886423798,0.9062241872423892,560.0,951.0
0.9499698481868694,0.9508266101938273,0.933827744020677,0.9613201890202292,1596.0,963.0
0.9173709668142866,0.9179819668217661,0.9077738585163432,0.9261436954714444,1804.0,965.0
0.9024099588020211,0.9050077165813013,0.8765329728127175,0.9215425649560152,436.0,968.0
0.9693660790008987,0.9707110753490984,0.9527774540309828,0.9803613203709007,1244.0,972.0
0.9250497878397761,0.9254612711465579,0.9064880897676313,0.9405210529545651,808.0,976.0
0.9839875205184254,0.9846111125282403,0.9781934403465853,0.9875240327123364,846.0,978.0
0.9105928686424143,0.9125604026969776,0.8867500518464216,0.9277815984330526,1168.0,988.0
0.8786625867517311,0.8805831128007062,0.8415473962621406,0.9100422348080847,1194.0,990.0
0.7465771491941818,0.7469943820316622,0.7102650872137628,0.7802431959315159,1032.0,994.0
0.8924518831876526,0.8950267272728135,0.855353862449523,0.9238225444284182,187.0,995.0
0.9589872166839917,0.961329613183252,0.9381399143480027,0.9724432980893414,861.0,1002.0
0.9530087504757179,0.9580322067720666,0.9207701780072541,0.970069353782206,878.0,1004.0
0.9440562336488002,0.9447638336271615,0.9305096157441054,0.9539151718546711,845.0,1005.0
0.9020335195550001,0.9105303813739345,0.8331214638993696,0.9393048890133875,381.0,1019.0
0.9382187176744268,0.938585900957633,0.9294429286756224,0.9463826550489067,418.0,1035.0
0.8712334889985495,0.8732183149999644,0.8396076981749525,0.8954905031243403,411.0,1045.0
0.8145820687566917,0.8176687033024825,0.7429242690639017,0.8579709214112495,452.0,1046.0
